x,y,distance,angle,players_in_between,goal
0.3339,-4.3512,52.347253324792504,0.26536425162977223,5,0
32.3515,-12.6251,23.77719920974714,0.5007044729432909,3,0
38.1175,-9.1813,17.06319360319164,0.6946543511884729,2,1
10.2321,-29.4455,51.51322976343067,0.22372132458349,4,0
11.1929,-28.2151,50.023678177639034,0.23182260909418606,3,0
10.9731,-3.5867,41.681504777299004,0.3320946919609723,3,0
24.6648,-9.1546,29.301963418856424,0.449231800588909,4,0
13.279,-29.4778,49.06350511164077,0.22909439214415517,4,0
28.2096,17.8509,30.14428906061644,0.37722866962976187,4,0
42.5525,-8.1631,12.868137311203979,0.8750902072987475,3,1
43.6077,-30.8801,32.13492765356723,0.1260874183811004,3,0
19.0253,-12.6501,35.78520043397829,0.3641173135816769,3,0
35.7363,-10.8916,19.9912127758673,0.5906736670925683,3,0
31.0268,-2.4981,21.61802076624962,0.6239461726982185,2,0
47.8843,6.4036,7.893717720440728,1.370011479845035,2,1
44.1302,-11.687,14.374961601340017,0.6403241549867221,2,1
13.1311,-23.2534,45.72341740038686,0.2640539737918915,3,0
3.7432,25.5834,55.06120141987459,0.22529550920923525,2,0
4.0985,-2.2605,48.45425742388382,0.28705540361983056,3,0
22.0634,-21.3247,37.16355001409311,0.3100328913314427,3,0
12.8533,-23.9715,46.3302669228227,0.2590671358999787,3,0
47.2157,-31.648,32.08612987709799,0.07542521261598123,3,0
35.4929,5.0892,17.752222594649943,0.730814187773218,3,0
4.6113,-14.359,49.995084445273214,0.2674357654953339,2,0
29.6536,14.8434,27.244898908236014,0.4328759450750983,4,0
29.96,4.7949,23.04436299857299,0.580411417794877,4,0
38.576,-26.8781,30.270613399962677,0.2214255665314022,2,0
41.6066,-5.82,12.350650329436098,0.9756590398634218,2,0
41.7018,-5.9383,12.323332752547099,0.9746198763455779,2,0
41.5636,12.7284,16.781448433314686,0.5830540318126056,5,0
9.7401,29.3541,51.86590628553598,0.22321804727692768,2,0
36.7242,10.1381,18.752518157570197,0.6313093141576422,3,0
46.1465,-8.3061,10.457449950155151,0.976338906156259,2,1
2.1178,2.3767,50.438227365065075,0.2759030626630859,3,0
38.407,-5.657,15.18599018832819,0.8278717981517479,3,1
3.3622,12.5072,50.70457021492244,0.2666744877487873,2,0
38.9052,24.4833,28.004474034161042,0.25369308996086243,3,0
18.7064,1.1754,33.81403504641231,0.408609083405856,4,0
39.4515,8.6137,15.635190435041075,0.7526832995269758,4,0
37.4774,-34.4102,37.54650948889923,0.15357806476637503,3,0
12.6818,-6.1435,40.28934900801947,0.34081111044907536,3,0
44.8675,-23.8334,25.025707019183297,0.1833265385473969,2,0
26.0854,-8.1008,27.62886269465321,0.47835191360135426,4,0
35.4621,-8.5426,19.05953963688525,0.6501440903515882,4,0
5.9533,-20.557,50.88404003113354,0.25147954485529533,3,0
39.504,6.4499,14.508522530223402,0.8460024298280819,7,0
44.6507,3.604,8.63714805303232,1.343439157853101,3,1
12.555,27.9882,48.77440275636392,0.2359006147089875,3,0
39.7736,5.2775,13.777273431633704,0.9031563111059185,2,1
51.6123,14.0823,14.11025104595946,0.08280323414436362,1,0
44.677,-11.5686,13.965379871668368,0.6446392109534256,2,1
9.1193,5.8535,43.77383459031205,0.3149194913681907,2,0
16.0131,-29.3324,46.81542012382245,0.2343689447207461,2,0
35.8571,-30.8787,35.0782016942146,0.1950058636588766,2,0
6.044,2.921,46.54774083669368,0.2983948031134933,2,0
49.5348,18.4255,18.66256845372576,0.13808244835396719,2,0
0.599,4.3064,52.07935178129621,0.26672273407626923,2,0
21.1033,17.8332,36.10783561957155,0.3374267479245253,5,0
