x,y,distance,angle,players_in_between,goal
35.2184,6.1747,18.35158354611394,0.7000239271630168,2,1
42.6406,3.4228,10.436633949698534,1.1625947052392165,2,1
33.7295,-8.4956,20.603564973324396,0.6114508953310392,2,1
41.9275,3.1485,11.031355696377483,1.1156173566387606,2,1
43.1568,2.2075,9.600439702951114,1.2534187306436952,2,1
39.2543,12.8778,18.47393572929169,0.5662259419331873,2,1
42.1915,0.8401,10.34267568185332,1.190166052695296,2,1
38.5954,-3.9185,14.44619477267284,0.8849007842816371,2,1
36.1944,1.4462,16.36960860252926,0.8072540998688957,2,1
41.2544,1.3913,11.331338625687614,1.1049819980317215,2,1
36.3651,-1.0376,16.16822846727495,0.8171784125095749,2,1
37.8971,0.0465,14.602974034764287,0.8951011972752865,2,1
43.6232,3.5922,9.576088923981443,1.2412766354668054,2,1
39.3413,-1.2556,13.218468786134046,0.9731082105747813,2,1
39.435,0.0797,13.065243093413912,0.9848894755211406,2,1
41.0774,1.6325,11.538667471159746,1.0877180010658576,2,1
45.524,1.6666,7.172317028687451,1.5472633640852964,2,1
35.3353,3.326,17.483969860703837,0.7534298429498737,2,1
41.2974,2.9708,11.589818782017256,1.0738352516043714,2,1
42.7268,-3.6945,10.448194508622054,1.1579063256840365,2,1
41.1116,-1.1642,11.447751578366816,1.0967900830126578,2,1
42.5173,-1.7003,10.12646628296367,1.2062678208521798,2,1
40.2297,1.2636,12.335191407108363,1.0312360325886902,2,1
42.4323,3.1335,10.544069685847113,1.1566950563283256,2,1
41.6609,-1.9068,11.005542923908845,1.1284283304310432,2,1
41.8864,-0.179,10.615109323977778,1.167223190515466,2,1
41.8025,-0.4047,10.70515242021336,1.1592570316396404,2,1
37.1863,0.4073,15.319115541701484,0.8581343088143389,2,1
42.083,-2.3524,10.679310593853895,1.1525829163026318,2,1
35.2888,0.7085,17.22577654824304,0.7725406103389223,2,1
37.5341,-2.2486,15.13388135178811,0.8620411967189521,2,1
37.5426,-3.5411,15.37085566811425,0.8422375113737577,2,1
35.2559,-2.0892,17.37019693181399,0.7635114015941621,2,0
46.1348,-2.4578,6.823236173546979,1.599738770620966,3,0
30.8782,-3.8858,21.96819694194314,0.6102838296493777,6,0
45.382,4.8332,8.60382160670478,1.3264113843161758,3,1
43.4917,-7.7699,11.896252136702548,0.9392669173641186,3,1
44.795,-3.6021,8.505418826254235,1.3592248528172513,4,1
42.8957,-8.0272,12.517128997098338,0.8968864880573253,3,0
47.6548,5.1956,7.104239748206699,1.5512179631840606,3,1
43.4504,-8.5915,12.478346541509415,0.8721656012539205,2,1
41.458,3.9782,11.736772948302272,1.0509223020674627,3,1
40.6972,-2.7967,12.12961741894607,1.0361628581290263,4,1
38.8355,4.0807,14.260808979156824,0.8929771036008808,3,1
39.3392,-0.2332,13.16286590678489,0.9786355450553137,3,0
44.2274,-2.8221,8.740718458456373,1.339949036529802,4,1
36.8427,0.22,15.6588455286461,0.8417806684032505,3,1
37.2028,3.0658,15.601392805772178,0.8347876169248925,3,1
4.1001,-14.7164,50.587772721973046,0.2640353470722901,2,0
43.7379,-2.4837,9.107313659910915,1.3022728170114077,3,1
32.4116,-0.8185,20.105067938457708,0.670572083964279,6,0
24.7617,-17.4643,32.778271177412634,0.3625387519092721,5,0
33.4783,-16.755,25.3486704955112,0.4223598094999823,3,0
47.2065,-10.0278,11.3392202152529,0.751419356807739,2,1
38.6838,-5.6886,14.941470891448407,0.8386243736314398,2,1
36.9133,-15.6139,22.062164220674273,0.4631466395628735,2,0
3.0871,-12.9434,51.079998922963966,0.2642803617986178,5,0
45.2995,-10.9263,13.085535217941983,0.6908996200085046,4,1
40.6457,5.4286,13.038179568099224,0.9420658711109596,4,1
40.2312,0.0186,12.268814099170301,1.038199444921611,2,1
12.5852,-14.4506,42.45010128845395,0.3090232027433065,2,0
42.8416,-6.567,11.679476853010156,0.9983085329984134,2,1
46.3619,-5.9115,8.521860352059285,1.304412961928993,4,1
45.1431,-9.9467,12.371775074741702,0.7816458204483921,3,1
13.9431,-15.2265,41.454563558913506,0.3131652460924014,7,0
43.4729,-9.4175,13.045222905722998,0.8076975884931668,3,0
44.3615,3.3179,8.788836251745733,1.3293007504291392,2,1
10.8746,-9.347,42.66193073643058,0.3183355534476385,2,0
12.3938,10.4742,41.45137083475045,0.3249448470491378,4,0
38.9094,1.999,13.736826757297337,0.93862512378245,2,1
10.5334,-9.1979,42.96273827364825,0.316474628239764,4,0
46.5443,6.357,8.711016673729882,1.2608537569496527,2,1
42.4919,1.8828,10.183663459187954,1.199901842198671,2,1
3.1134,6.9858,49.87822832860045,0.27664194901644557,4,0
41.1377,-0.7419,11.386495373906756,1.1028268705818451,2,1
40.429,1.3675,12.148213747296348,1.0439645614523734,2,1
36.434,9.5356,18.68271991333168,0.6441780536871936,3,0
41.1591,4.5754,12.22907592461507,1.0075272159776294,2,1
39.4521,2.118,13.218684443241694,0.9691474593512885,2,1
42.7613,2.3049,10.00773909032405,1.2132235554910635,2,1
39.292,0.0357,13.2080482468077,0.9758658774836774,2,1
45.7706,-2.5931,7.211726004917268,1.5403975552489355,2,1
41.3937,2.1523,11.312926013193932,1.102090467593789,2,1
38.852,-5.0593,14.555563214455155,0.86605623836784,2,0
44.1643,-0.2201,8.338605309042995,1.3980438838105411,2,1
28.9207,-10.5823,25.84508583425484,0.49063644425314856,4,0
44.7427,4.6173,9.027467118743774,1.281636779176158,3,1
39.1428,-0.0879,13.357489219535234,0.9665690681440421,2,1
42.291,1.8749,10.379736557832288,1.1822048683960693,2,1
